#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,Date
,"
Asia
",214177844,34109.0,1535995.0,199.0,198776221.0,42580.0,13865628.0,15540.0,,,,,,Asia,,,,,,,2023-02-24
,"
North America
",124454659,13166.0,1609910.0,100.0,119688106.0,39469.0,3156643.0,7752.0,,,,,,North America,,,,,,,2023-02-24
,"
Europe
",246116716,51474.0,2016321.0,223.0,241707445.0,28487.0,2392950.0,6461.0,,,,,,Europe,,,,,,,2023-02-24
,"
South America
",67966089,15202.0,1350361.0,141.0,66204615.0,7649.0,411113.0,10195.0,,,,,,South America,,,,,,,2023-02-24
,"
Oceania
",13987191,2961.0,26076.0,16.0,13826284.0,2416.0,134831.0,64.0,,,,,,Australia/Oceania,,,,,,,2023-02-24
,"
Africa
",12791178,424.0,258576.0,,12074525.0,101.0,458077.0,547.0,,,,,,Africa,,,,,,,2023-02-24
,"

",721,,15.0,,706.0,,0.0,0.0,,,,,,,,,,,,,2023-02-24
26.0,Portugal,5566708,,26117.0,,5537148.0,,3443.0,61.0,548954.0,2575.0,45968702.0,"4,533,148",10140570.0,Europe,2.0,388.0,0.0,,,340.0,2023-02-26
27.0,Ukraine,5382095,,111175.0,,5261929.0,,8991.0,,124608.0,2574.0,32603805.0,"754,855",43192122.0,Europe,8.0,389.0,1.0,,,208.0,2023-02-26
28.0,Chile,5163316,2107.0,64166.0,8.0,5093198.0,2668.0,5952.0,79.0,268221.0,3333.0,48421758.0,"2,515,391",19250195.0,South America,4.0,300.0,0.0,109.0,0.4,309.0,2023-02-26
29.0,Malaysia,5042395,207.0,36957.0,,4996232.0,175.0,9206.0,10.0,151966.0,1114.0,68070708.0,"2,051,492",33181072.0,Asia,7.0,898.0,0.0,6.0,,277.0,2023-02-26
30.0,Israel,4797689,123.0,12269.0,1.0,4781252.0,,4168.0,57.0,514442.0,1316.0,41373364.0,"4,436,346",9326000.0,Asia,2.0,760.0,0.0,13.0,0.1,447.0,2023-02-26
31.0,DPRK,4772813,,74.0,,4772739.0,,0.0,,183636.0,3.0,,,25990679.0,Asia,5.0,351225.0,,,,,2023-02-26
32.0,Thailand,4727831,,33902.0,,4692636.0,,1293.0,,67465.0,484.0,17270775.0,"246,450",70078203.0,Asia,15.0,2067.0,4.0,,,18.0,2023-02-26
33.0,Belgium,4717655,,33717.0,,4657782.0,367.0,26156.0,43.0,404315.0,2890.0,36709556.0,"3,146,099",11668278.0,Europe,2.0,346.0,0.0,,,2242.0,2023-02-26
34.0,Czechia,4608036,147.0,42429.0,4.0,4556335.0,998.0,9272.0,35.0,429182.0,3952.0,56990464.0,"5,307,964",10736784.0,Europe,2.0,253.0,0.0,14.0,0.4,864.0,2023-02-26
35.0,Canada,4589808,1341.0,51222.0,27.0,4496044.0,1575.0,42542.0,99.0,119562.0,1334.0,66343123.0,"1,728,207",38388419.0,North America,8.0,749.0,1.0,35.0,0.7,1108.0,2023-02-26
36.0,Peru,4485282,,219395.0,,4264224.0,,1663.0,40.0,133157.0,6513.0,37997691.0,"1,128,057",33684208.0,South America,8.0,154.0,1.0,,,49.0,2023-02-26
37.0,Switzerland,4389655,,14452.0,,4371249.0,,3954.0,39.0,500323.0,1647.0,23833472.0,"2,716,487",8773637.0,Europe,2.0,607.0,0.0,,,451.0,2023-02-26
38.0,Philippines,4076142,22.0,66097.0,14.0,4000813.0,175.0,9232.0,162.0,36229.0,587.0,34578364.0,"307,339",112508994.0,Asia,28.0,1702.0,3.0,2.0,0.1,82.0,2023-02-26
39.0,South Africa,4062323,745.0,102595.0,,3912506.0,,47222.0,192.0,66863.0,1689.0,26473049.0,"435,726",60756135.0,Africa,15.0,592.0,2.0,12.0,,777.0,2023-02-26
40.0,Romania,3335131,,67675.0,,3260130.0,,7326.0,115.0,175244.0,3556.0,26603809.0,"1,397,895",19031335.0,Europe,6.0,281.0,1.0,,,385.0,2023-02-26
41.0,Denmark,3175078,109.0,8254.0,10.0,3165682.0,,1142.0,19.0,544148.0,1415.0,129190878.0,"22,140,871",5834950.0,Europe,2.0,707.0,0.0,19.0,2.0,196.0,2023-02-26
42.0,Hong Kong,2883157,102.0,13451.0,2.0,2841868.0,3505.0,27838.0,28.0,379148.0,1769.0,76127725.0,"10,011,143",7604299.0,Asia,3.0,565.0,0.0,13.0,0.3,3661.0,2023-02-26
43.0,Sweden,2697827,,23633.0,,2670235.0,217.0,3959.0,9.0,264002.0,2313.0,19469139.0,"1,905,196",10218971.0,Europe,4.0,432.0,1.0,,,387.0,2023-02-26
44.0,Serbia,2490810,499.0,17816.0,9.0,2459376.0,787.0,13618.0,16.0,287855.0,2059.0,12377861.0,"1,430,468",8653016.0,Europe,3.0,486.0,1.0,58.0,1.0,1574.0,2023-02-26
45.0,Iraq,2465545,,25375.0,,2439497.0,,673.0,21.0,58474.0,602.0,19544451.0,"463,523",42164965.0,Asia,17.0,1662.0,2.0,,,16.0,2023-02-26
46.0,Singapore,2222006,,1722.0,,2149583.0,,70701.0,1.0,373852.0,290.0,24756666.0,"4,165,302",5943546.0,Asia,3.0,3452.0,0.0,,,11895.0,2023-02-26
47.0,New Zealand,2215555,1296.0,3898.0,5.0,2204178.0,1176.0,7479.0,,452320.0,796.0,7768604.0,"1,586,011",4898203.0,Australia/Oceania,2.0,1257.0,1.0,265.0,1.0,1527.0,2023-02-26
48.0,Hungary,2194969,,48745.0,,2142682.0,,3542.0,6.0,228494.0,5074.0,11394556.0,"1,186,160",9606259.0,Europe,4.0,197.0,1.0,,,369.0,2023-02-26
49.0,Bangladesh,2037773,,29445.0,,1998448.0,,9880.0,,12138.0,175.0,15254399.0,"90,862",167885689.0,Asia,82.0,5702.0,11.0,,,59.0,2023-02-26
50.0,Slovakia,1862760,44.0,21017.0,1.0,1840569.0,42.0,1174.0,20.0,341153.0,3849.0,7402195.0,"1,355,665",5460193.0,Europe,3.0,260.0,1.0,8.0,0.2,215.0,2023-02-26
51.0,Georgia,1825598,,16965.0,,1776548.0,,32085.0,,459995.0,4275.0,16920079.0,"4,263,340",3968738.0,Asia,2.0,234.0,0.0,,,8084.0,2023-02-26
52.0,Jordan,1746997,,14122.0,,1731007.0,,1868.0,59.0,169597.0,1371.0,17201885.0,"1,669,945",10300869.0,Asia,6.0,729.0,1.0,,,181.0,2023-02-26
53.0,Ireland,1702523,,8629.0,,1691938.0,203.0,1956.0,11.0,339135.0,1719.0,13024205.0,"2,594,360",5020199.0,Europe,3.0,582.0,0.0,,,390.0,2023-02-26
54.0,Pakistan,1576916,36.0,30643.0,,1538689.0,,7584.0,12.0,6871.0,134.0,30570862.0,"133,213",229488994.0,Asia,146.0,7489.0,8.0,2.0,,33.0,2023-02-26
55.0,Norway,1478907,19.0,5112.0,,1473175.0,40.0,620.0,20.0,268337.0,928.0,11002430.0,"1,996,315",5511370.0,Europe,4.0,1078.0,1.0,3.0,,112.0,2023-02-26
56.0,Finland,1462169,,8892.0,,1451606.0,116.0,1671.0,21.0,263219.0,1601.0,12047792.0,"2,168,835",5554960.0,Europe,4.0,625.0,0.0,,,301.0,2023-02-26
57.0,Kazakhstan,1407351,,13846.0,,1383020.0,,10485.0,24.0,73280.0,721.0,11575012.0,"602,707",19205043.0,Asia,14.0,1387.0,2.0,,,546.0,2023-02-26
58.0,Slovenia,1327516,103.0,7071.0,,1316762.0,255.0,3683.0,6.0,638833.0,3403.0,2836198.0,"1,364,847",2078034.0,Europe,2.0,294.0,1.0,50.0,,1772.0,2023-02-26
59.0,Lithuania,1304068,40.0,9585.0,,1288358.0,33.0,6125.0,8.0,489937.0,3601.0,10373322.0,"3,897,243",2661708.0,Europe,2.0,278.0,0.0,15.0,,2301.0,2023-02-26
60.0,Bulgaria,1296668,26.0,38211.0,,1255510.0,13.0,2947.0,26.0,189444.0,5583.0,11048403.0,"1,614,179",6844597.0,Europe,5.0,179.0,1.0,4.0,,431.0,2023-02-26
61.0,Morocco,1272445,3.0,16296.0,,1256077.0,16.0,72.0,3.0,33687.0,431.0,12981405.0,"343,671",37772756.0,Africa,30.0,2318.0,3.0,8.0,,2.0,2023-02-26
62.0,Croatia,1268666,,17950.0,,1250175.0,,541.0,10.0,312534.0,4422.0,5503682.0,"1,355,825",4059286.0,Europe,3.0,226.0,1.0,,,133.0,2023-02-26
63.0,Guatemala,1235970,52.0,20168.0,1.0,1214612.0,70.0,1190.0,5.0,66507.0,1085.0,6909090.0,"371,775",18584039.0,North America,15.0,921.0,3.0,3.0,0.05,64.0,2023-02-26
64.0,Lebanon,1231713,136.0,10825.0,2.0,1087587.0,,133301.0,74.0,184254.0,1619.0,4795578.0,"717,380",6684849.0,Asia,5.0,618.0,1.0,20.0,0.3,19941.0,2023-02-26
65.0,Costa Rica,1199055,,9214.0,,860711.0,,329130.0,52.0,231373.0,1778.0,4659757.0,"899,158",5182354.0,North America,4.0,562.0,1.0,,,63510.0,2023-02-26
66.0,Bolivia,1192888,192.0,22365.0,1.0,1157111.0,290.0,13412.0,220.0,99468.0,1865.0,2705422.0,"225,590",11992656.0,South America,10.0,536.0,4.0,16.0,0.08,1118.0,2023-02-26
67.0,Tunisia,1150793,,29330.0,,,,,44.0,95528.0,2435.0,5001397.0,"415,169",12046656.0,Africa,10.0,411.0,2.0,,,951.0,2023-02-26
68.0,Cuba,1112583,5.0,8530.0,,1103971.0,6.0,82.0,,98409.0,754.0,14316639.0,"1,266,326",11305652.0,North America,10.0,1325.0,1.0,4.0,,7.0,2023-02-26
69.0,Ecuador,1056578,,36008.0,,1015999.0,,4571.0,759.0,58331.0,1988.0,3082403.0,"170,173",18113361.0,South America,17.0,503.0,6.0,,,252.0,2023-02-26
70.0,UAE,1051862,130.0,2349.0,,1034975.0,76.0,14538.0,,104333.0,233.0,199149334.0,"19,753,380",10081785.0,Asia,10.0,4292.0,0.0,13.0,,1442.0,2023-02-26
71.0,Uruguay,1034046,,7617.0,,1025995.0,,434.0,18.0,295778.0,2179.0,6114822.0,"1,749,083",3496016.0,South America,3.0,459.0,1.0,,,124.0,2023-02-26
72.0,Panama,1031014,,8603.0,,1021886.0,,525.0,16.0,231847.0,1935.0,7522110.0,"1,691,516",4446964.0,North America,4.0,517.0,1.0,,,118.0,2023-02-26
73.0,Mongolia,1007896,,2179.0,,1005709.0,,8.0,192.0,298364.0,645.0,4030048.0,"1,193,000",3378078.0,Asia,3.0,1550.0,1.0,,,2.0,2023-02-26
74.0,Nepal,1001140,,12020.0,,989113.0,,7.0,,33122.0,398.0,6011031.0,"198,872",30225582.0,Asia,30.0,2515.0,5.0,,,2.0,2023-02-26
75.0,Belarus,994037,,7118.0,,985592.0,,1327.0,,105381.0,755.0,13646641.0,"1,446,722",9432800.0,Europe,9.0,1325.0,1.0,,,141.0,2023-02-26
76.0,Latvia,975968,14.0,6239.0,,969392.0,16.0,337.0,13.0,527882.0,3375.0,7864260.0,"4,253,625",1848837.0,Europe,2.0,296.0,0.0,8.0,,182.0,2023-02-26
77.0,Saudi Arabia,829287,59.0,9614.0,1.0,816630.0,45.0,3043.0,39.0,23135.0,268.0,45135808.0,"1,259,197",35844909.0,Asia,43.0,3728.0,1.0,2.0,0.03,85.0,2023-02-26
78.0,Azerbaijan,828512,20.0,10117.0,1.0,818238.0,9.0,157.0,,80436.0,982.0,7522178.0,"730,294",10300205.0,Asia,12.0,1018.0,1.0,2.0,0.1,15.0,2023-02-26
79.0,Paraguay,808327,,19870.0,,,,,7.0,110641.0,2720.0,2657506.0,"363,751",7305843.0,South America,9.0,368.0,3.0,,,12338.0,2023-02-26
80.0,Bahrain,706250,,1548.0,,706013.0,,1311.0,3.0,395884.0,868.0,10732586.0,"6,016,081",1783983.0,Asia,3.0,1152.0,0.0,,,73487.0,2023-02-26
81.0,Sri Lanka,672027,1.0,16830.0,,655196.0,1.0,1.0,,31147.0,780.0,6486117.0,"300,619",21575842.0,Asia,32.0,1282.0,3.0,5.0,,5.0,2023-02-26
82.0,Kuwait,663456,,2570.0,,660237.0,,649.0,,151463.0,587.0,8455743.0,"1,930,391",4380326.0,Asia,7.0,1704.0,1.0,,,148.0,2023-02-26
83.0,Dominican Republic,660533,,4384.0,,644785.0,,11364.0,4.0,59742.0,397.0,3740928.0,"338,350",11056370.0,North America,17.0,2522.0,3.0,,,1028.0,2023-02-26
84.0,Cyprus,649093,,1305.0,,642855.0,,4933.0,60.0,530570.0,1067.0,9640118.0,"7,879,860",1223387.0,Asia,2.0,937.0,0.0,,,4032.0,2023-02-26
85.0,Myanmar,633911,4.0,19490.0,,614397.0,2.0,24.0,,11478.0,353.0,10044941.0,"181,884",55227143.0,Asia,87.0,2834.0,5.0,7.0,,4.0,2023-02-26
86.0,Palestine,621008,,5404.0,,615445.0,,159.0,17.0,116173.0,1011.0,3078533.0,"575,907",5345541.0,Asia,9.0,989.0,2.0,,,30.0,2023-02-26
87.0,Estonia,614848,,2934.0,,524990.0,,86924.0,1.0,465121.0,2220.0,3671717.0,"2,777,585",1321910.0,Europe,2.0,451.0,0.0,,,65756.0,2023-02-26
88.0,Moldova,603750,,11974.0,,504142.0,,87634.0,49.0,150442.0,2984.0,3216305.0,"801,437",4013171.0,Europe,7.0,335.0,1.0,,,21837.0,2023-02-26
89.0,Venezuela,551974,,5853.0,,545841.0,,280.0,36.0,18860.0,200.0,3359014.0,"114,771",29266991.0,South America,53.0,5000.0,9.0,,,10.0,2023-02-26
90.0,Egypt,515698,,24613.0,,442182.0,,48903.0,122.0,4858.0,232.0,3693367.0,"34,792",106156692.0,Africa,206.0,4313.0,29.0,,,461.0,2023-02-26
91.0,Libya,507171,,6437.0,,500733.0,,1.0,,72034.0,914.0,2483538.0,"352,738",7040745.0,Africa,14.0,1094.0,3.0,,,1.0,2023-02-26
92.0,Ethiopia,499959,,7572.0,,487221.0,,5166.0,,4138.0,63.0,5486754.0,"45,415",120812698.0,Africa,242.0,15955.0,22.0,,,43.0,2023-02-26
93.0,Qatar,493936,89.0,686.0,,492929.0,234.0,321.0,24.0,165755.0,230.0,4065369.0,"1,364,257",2979915.0,Asia,6.0,4344.0,1.0,30.0,,108.0,2023-02-26
94.0,Réunion,486588,,921.0,,418572.0,,67095.0,10.0,535854.0,1014.0,1603660.0,"1,766,027",908061.0,Africa,2.0,986.0,1.0,,,73888.0,2023-02-26
95.0,Honduras,471557,,11109.0,,,,,105.0,46135.0,1087.0,1626616.0,"159,141",10221247.0,North America,22.0,920.0,6.0,,,32081.0,2023-02-26
96.0,Armenia,446819,,8721.0,,435162.0,,2936.0,,150345.0,2934.0,3242901.0,"1,091,164",2971966.0,Asia,7.0,341.0,1.0,,,988.0,2023-02-26
97.0,Bosnia and Herzegovina,401575,,16278.0,,379084.0,,6213.0,,123588.0,5010.0,1884721.0,"580,036",3249317.0,Europe,8.0,200.0,2.0,,,1912.0,2023-02-26
98.0,Oman,399449,,4628.0,,384669.0,,10152.0,2.0,75028.0,869.0,25000000.0,"4,695,724",5323993.0,Asia,13.0,1150.0,0.0,,,1907.0,2023-02-26
99.0,North Macedonia,346852,,9662.0,,337068.0,,122.0,,166651.0,4642.0,2226216.0,"1,069,626",2081304.0,Europe,6.0,215.0,1.0,,,59.0,2023-02-26
100.0,Kenya,342900,,5688.0,,337183.0,,29.0,1.0,6100.0,101.0,3967062.0,"70,569",56215221.0,Africa,164.0,9883.0,14.0,,,5.0,2023-02-26
101.0,Zambia,342831,,4055.0,,338289.0,,487.0,,17608.0,208.0,3923997.0,"201,538",19470234.0,Africa,57.0,4802.0,5.0,,,25.0,2023-02-26
102.0,Albania,334378,5.0,3596.0,,329127.0,13.0,1655.0,,116655.0,1255.0,1941032.0,"677,173",2866374.0,Europe,9.0,797.0,1.0,2.0,,577.0,2023-02-26
103.0,Botswana,329662,,2801.0,,326868.0,,7.0,1.0,135043.0,1147.0,2026898.0,"830,300",2441162.0,Africa,7.0,872.0,1.0,,,287.0,2023-02-26
104.0,Luxembourg,297757,,1133.0,,288991.0,,7633.0,,463528.0,1764.0,4412567.0,"6,869,188",642371.0,Europe,2.0,567.0,0.0,,,11883.0,2023-02-26
105.0,Montenegro,288088,,2801.0,,284463.0,,824.0,6.0,458775.0,4461.0,2714923.0,"4,323,470",627950.0,Europe,2.0,224.0,0.0,,,1312.0,2023-02-26
106.0,Brunei ,277992,,225.0,,243601.0,,34166.0,,624097.0,505.0,717784.0,"1,611,437",445431.0,Asia,2.0,1980.0,1.0,,,76703.0,2023-02-26
107.0,Algeria,271440,1.0,6881.0,,182791.0,1.0,81768.0,,5985.0,152.0,230861.0,"5,091",45350148.0,Africa,167.0,6591.0,196.0,2.0,,1803.0,2023-02-26
108.0,Nigeria,266463,,3155.0,,259850.0,,3458.0,11.0,1229.0,15.0,5708974.0,"26,339",216746934.0,Africa,813.0,68700.0,38.0,,,16.0,2023-02-26
109.0,Zimbabwe,263921,,5663.0,,257205.0,,1053.0,12.0,17214.0,369.0,2525756.0,"164,744",15331428.0,Africa,58.0,2707.0,6.0,,,69.0,2023-02-26
110.0,Uzbekistan,250932,,1637.0,,241486.0,,7809.0,23.0,7298.0,48.0,1377915.0,"40,077",34382084.0,Asia,137.0,21003.0,25.0,,,227.0,2023-02-26
111.0,Mozambique,233098,,2242.0,,228805.0,,2051.0,11.0,7044.0,68.0,1371127.0,"41,437",33089461.0,Africa,142.0,14759.0,24.0,,,62.0,2023-02-26
112.0,Martinique,229807,,1098.0,,,,,12.0,614314.0,2935.0,828928.0,"2,215,870",374087.0,North America,2.0,341.0,0.0,,,611101.0,2023-02-26
113.0,Laos,218015,,758.0,,,,,,29142.0,101.0,1233207.0,"164,845",7481023.0,Asia,34.0,9869.0,6.0,,,28017.0,2023-02-26
114.0,Afghanistan,209274,11.0,7896.0,,190648.0,40.0,10730.0,45.0,5135.0,194.0,1199575.0,"29,434",40754388.0,Asia,195.0,5161.0,34.0,3.0,,263.0,2023-02-26
115.0,Iceland,208999,,229.0,,,,,2.0,605105.0,663.0,1996384.0,"5,780,036",345393.0,Europe,2.0,1508.0,0.0,,,385315.0,2023-02-26
116.0,Kyrgyzstan,206633,,2991.0,,196406.0,,7236.0,131.0,30711.0,445.0,1907195.0,"283,460",6728271.0,Asia,33.0,2250.0,4.0,,,1075.0,2023-02-26
117.0,Guadeloupe,201852,,1010.0,,,,,19.0,504890.0,2526.0,938039.0,"2,346,306",399794.0,North America,2.0,396.0,0.0,,,496736.0,2023-02-26
118.0,El Salvador,201785,,4230.0,,179410.0,,18145.0,8.0,30805.0,646.0,2610114.0,"398,467",6550389.0,North America,32.0,1549.0,3.0,,,2770.0,2023-02-26
119.0,Trinidad and Tobago,188737,,4339.0,,184363.0,,35.0,8.0,134181.0,3085.0,895520.0,"636,663",1406585.0,North America,7.0,324.0,2.0,,,25.0,2023-02-26
120.0,Maldives,185729,,311.0,,163687.0,,21731.0,25.0,343316.0,575.0,2213831.0,"4,092,223",540985.0,Asia,3.0,1740.0,0.0,,,40169.0,2023-02-26
121.0,Ghana,171172,,1462.0,,169697.0,,13.0,2.0,5284.0,45.0,2529956.0,"78,096",32395450.0,Africa,189.0,22158.0,13.0,,,4.0,2023-02-26
122.0,Namibia,171121,,4090.0,,166689.0,,342.0,,64969.0,1553.0,1062663.0,"403,460",2633874.0,Africa,15.0,644.0,2.0,,,130.0,2023-02-26
123.0,Uganda,170478,,3630.0,,100431.0,,66417.0,3.0,3520.0,75.0,3012408.0,"62,198",48432863.0,Africa,284.0,13342.0,16.0,,,1371.0,2023-02-26
124.0,Jamaica,154065,,3500.0,,102393.0,,48172.0,,51611.0,1172.0,1183986.0,"396,633",2985094.0,North America,19.0,853.0,3.0,,,16138.0,2023-02-26
125.0,Cambodia,138714,,3056.0,,135650.0,,8.0,,8079.0,178.0,3091420.0,"180,062",17168639.0,Asia,124.0,5618.0,6.0,,,5.0,2023-02-26
126.0,Rwanda,133170,,1468.0,,131634.0,,68.0,,9792.0,108.0,5959042.0,"438,150",13600464.0,Africa,102.0,9265.0,2.0,,,5.0,2023-02-26
127.0,Cameroon,124328,,1965.0,,122333.0,,30.0,13.0,4454.0,70.0,1751774.0,"62,762",27911548.0,Africa,224.0,14204.0,16.0,,,1.0,2023-02-26
128.0,Malta,117338,,827.0,,115923.0,,588.0,4.0,264255.0,1862.0,2111209.0,"4,754,622",444033.0,Europe,4.0,537.0,0.0,,,1324.0,2023-02-26
129.0,Barbados,106645,,575.0,,106057.0,,13.0,,370266.0,1996.0,794426.0,"2,758,203",288023.0,North America,3.0,501.0,0.0,,,45.0,2023-02-26
130.0,Angola,105205,,1931.0,,103250.0,,24.0,,3004.0,55.0,1499795.0,"42,818",35027343.0,Africa,333.0,18139.0,23.0,,,7.0,2023-02-26
131.0,Channel Islands,101320,,227.0,,100975.0,,118.0,,574171.0,1286.0,1252808.0,"7,099,551",176463.0,Europe,2.0,777.0,0.0,,,669.0,2023-02-26
132.0,French Guiana,98041,,420.0,,11254.0,,86367.0,6.0,312065.0,1337.0,651257.0,"2,072,951",314169.0,South America,3.0,748.0,0.0,,,274906.0,2023-02-26
133.0,DRC,95646,,1464.0,,84282.0,,9900.0,,1004.0,15.0,846704.0,"8,890",95240792.0,Africa,996.0,65055.0,112.0,,,104.0,2023-02-26
134.0,Senegal,88917,,1971.0,,86938.0,,8.0,,5037.0,112.0,1146543.0,"64,946",17653671.0,Africa,199.0,8957.0,15.0,,,5.0,2023-02-26
135.0,Malawi,88681,,2686.0,,85542.0,,453.0,67.0,4394.0,133.0,624784.0,"30,959",20180839.0,Africa,228.0,7513.0,32.0,,,22.0,2023-02-26
136.0,Ivory Coast,88182,,834.0,,87299.0,,49.0,,3179.0,30.0,1678025.0,"60,486",27742298.0,Africa,315.0,33264.0,17.0,,,2.0,2023-02-26
137.0,Suriname,82227,,1400.0,,,,,,137773.0,2346.0,240907.0,"403,644",596831.0,South America,7.0,426.0,2.0,,,52112.0,2023-02-26
138.0,New Caledonia,79876,,314.0,,79557.0,,5.0,9.0,274568.0,1079.0,98964.0,"340,182",290915.0,Australia/Oceania,4.0,926.0,3.0,,,17.0,2023-02-26
139.0,French Polynesia,77957,,649.0,,,,,7.0,274338.0,2284.0,,,284164.0,Australia/Oceania,4.0,438.0,,,,154164.0,2023-02-26
140.0,Eswatini,74199,,1423.0,,72726.0,,50.0,,62625.0,1201.0,1048704.0,"885,119",1184817.0,Africa,16.0,833.0,1.0,,,42.0,2023-02-26
141.0,Guyana,73066,,1298.0,,71742.0,,26.0,,92017.0,1635.0,721408.0,"908,523",794045.0,South America,11.0,612.0,1.0,,,33.0,2023-02-26
142.0,Belize,70740,,688.0,,70036.0,,16.0,6.0,171620.0,1669.0,576016.0,"1,397,453",412190.0,North America,6.0,599.0,1.0,,,39.0,2023-02-26
143.0,Fiji,68889,,883.0,,66850.0,,1156.0,,75747.0,971.0,668445.0,"734,986",909466.0,Australia/Oceania,13.0,1030.0,1.0,,,1271.0,2023-02-26
144.0,Madagascar,67865,13.0,1422.0,1.0,66433.0,6.0,10.0,,2326.0,49.0,525461.0,"18,009",29178077.0,Africa,430.0,20519.0,56.0,4.0,0.03,3.0,2023-02-26
145.0,Sudan,63787,,5011.0,,58438.0,,338.0,,1387.0,109.0,562941.0,"12,240",45992020.0,Africa,721.0,9178.0,82.0,,,7.0,2023-02-26
146.0,Mauritania,63667,,997.0,,62439.0,,231.0,,12988.0,203.0,1009957.0,"206,030",4901981.0,Africa,77.0,4917.0,5.0,,,47.0,2023-02-26
147.0,Cabo Verde,63240,,413.0,,62770.0,,57.0,23.0,111401.0,728.0,401622.0,"707,482",567678.0,Africa,9.0,1375.0,1.0,,,100.0,2023-02-26
148.0,Bhutan,62615,,21.0,,61564.0,,1030.0,,79467.0,27.0,2303734.0,"2,923,739",787941.0,Asia,13.0,37521.0,0.0,,,1307.0,2023-02-26
149.0,Syria,57463,,3164.0,,54299.0,,0.0,,2967.0,163.0,146269.0,"7,553",19364809.0,Asia,337.0,6120.0,132.0,,,,2023-02-26
150.0,Burundi,53609,,38.0,,53569.0,,2.0,,4246.0,3.0,345742.0,"27,386",12624840.0,Africa,235.0,332233.0,37.0,,,2.0,2023-02-26
151.0,Seychelles,50665,,172.0,,50440.0,,53.0,,509575.0,1730.0,,,99426.0,Africa,2.0,578.0,,,,533.0,2023-02-26
152.0,Gabon,48981,,306.0,,48674.0,,1.0,,21008.0,131.0,1621909.0,"695,641",2331533.0,Africa,48.0,7619.0,1.0,,,4.0,2023-02-26
153.0,Andorra,47866,,165.0,,47563.0,,138.0,14.0,617921.0,2130.0,249838.0,"3,225,256",77463.0,Europe,2.0,469.0,0.0,,,1781.0,2023-02-26
154.0,Papua New Guinea,46792,,670.0,,43982.0,,2140.0,7.0,5036.0,72.0,249149.0,"26,813",9292169.0,Australia/Oceania,199.0,13869.0,37.0,,,230.0,2023-02-26
155.0,Curaçao,45986,,295.0,,44720.0,,971.0,3.0,277812.0,1782.0,496693.0,"3,000,640",165529.0,North America,4.0,561.0,0.0,,,5866.0,2023-02-26
156.0,Aruba,44026,,236.0,,42438.0,,1352.0,2.0,409129.0,2193.0,177885.0,"1,653,068",107609.0,North America,2.0,456.0,1.0,,,12564.0,2023-02-26
157.0,Tanzania,42823,,846.0,,,,,7.0,677.0,13.0,,,63298550.0,Africa,1478.0,74821.0,,,,660.0,2023-02-26
158.0,Mayotte,42004,,188.0,,,,,,146734.0,657.0,176919.0,"618,038",286259.0,Africa,7.0,1523.0,2.0,,,135723.0,2023-02-26
159.0,Mauritius,41717,,1043.0,,40012.0,,662.0,,32726.0,818.0,358675.0,"281,374",1274727.0,Africa,31.0,1222.0,4.0,,,519.0,2023-02-26
160.0,Togo,39374,3.0,290.0,,39074.0,,10.0,,4536.0,33.0,808113.0,"93,092",8680837.0,Africa,220.0,29934.0,11.0,3.0,,1.0,2023-02-26
161.0,Guinea,38267,,467.0,,37757.0,,43.0,8.0,2760.0,34.0,660107.0,"47,607",13865691.0,Africa,362.0,29691.0,21.0,,,3.0,2023-02-26
162.0,Isle of Man,38008,,116.0,,,,,,443335.0,1353.0,150753.0,"1,758,422",85732.0,Europe,2.0,739.0,1.0,,,129450.0,2023-02-26
163.0,Bahamas,37491,,833.0,,36366.0,,292.0,1.0,93607.0,2080.0,257839.0,"643,767",400516.0,North America,11.0,481.0,2.0,,,729.0,2023-02-26
164.0,Lesotho,34790,,723.0,,25980.0,,8087.0,,15990.0,332.0,431221.0,"198,199",2175699.0,Africa,63.0,3009.0,5.0,,,3717.0,2023-02-26
165.0,Faeroe Islands,34658,,28.0,,,,,5.0,703959.0,569.0,778000.0,"15,802,409",49233.0,Europe,1.0,1758.0,0.0,,,547133.0,2023-02-26
166.0,Haiti,34143,,860.0,,33044.0,,239.0,,2923.0,74.0,132422.0,"11,337",11680283.0,North America,342.0,13582.0,88.0,,,20.0,2023-02-26
167.0,Mali,32998,1.0,743.0,,32074.0,3.0,181.0,,1537.0,35.0,795295.0,"37,036",21473764.0,Africa,651.0,28901.0,27.0,5.0,,8.0,2023-02-26
168.0,Cayman Islands,31472,,37.0,,8553.0,,22882.0,1.0,467797.0,550.0,222773.0,"3,311,280",67277.0,North America,2.0,1818.0,0.0,,,340116.0,2023-02-26
169.0,Saint Lucia,29882,,409.0,,29095.0,,378.0,,161426.0,2209.0,210983.0,"1,139,752",185113.0,North America,6.0,453.0,1.0,,,2042.0,2023-02-26
170.0,Benin,27990,,163.0,,27825.0,,2.0,,2189.0,13.0,604310.0,"47,268",12784726.0,Africa,457.0,78434.0,21.0,,,2.0,2023-02-26
